A-site cation,B-site cation,X-site anion,A1,A2,A3,B1,B2,X1,X2,X3,Mean_Bg
MAFACs,PbSn,BrClI,0.83,0,0.17,1,0,0.6,0,2.4,1.61
MAFACs,PbSn,BrClI,0,0,1,1,0,1.5,1.5,0,2.49
MAFACs,PbSn,BrClI,0.72,0.15,0.13,1,0,0.501,0,2.499,1.63
MAFACs,PbSn,BrClI,0.75,0.15,0.1,0.75,0.25,0.501,0,2.499,1.36
MAFACs,PbSn,BrClI,0.8,0,0.2,0.25,0.75,0,0,3,1.2
MAFACs,PbSn,BrClI,0.37,0.6,0.03,1,0,0.024,0,2.976,1.6
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,1.8,0,1.2,1.73
MAFACs,PbSn,BrClI,0.66,0.34,0,1,0,0.42,0,2.58,1.62
MAFACs,PbSn,BrClI,0.78,0.16,0.06,1,0,0.51,0,2.49,1.63
MAFACs,PbSn,BrClI,0,1,0,1,0,0.075,0,2.925,1.613
MAFACs,PbSn,BrClI,0.73,0.2,0.07,1,0,0.471,0,2.529,1.6
MAFACs,PbSn,BrClI,0.83,0,0.17,0.8,0.2,0,0,3,1.35
MAFACs,PbSn,BrClI,0.75,0,0.25,1,0,0.51,0,2.49,1.63
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,0.6,0,2.4,1.48
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,0.12,0,2.88,1.6
MAFACs,PbSn,BrClI,0.8,0.15,0.05,1,0,0.45,0,2.55,1.606
MAFACs,PbSn,BrClI,0.82,0.18,0,1,0,0.531,0,2.46,1.64
MAFACs,PbSn,BrClI,0.45,0.5,0.05,0.5,0.5,0,0,3,1.26
MAFACs,PbSn,BrClI,0.57,0.38,0.05,1,0,0,0,3,1.54
MAFACs,PbSn,BrClI,0,0,1,1,0,2.4,0.6,0,2.33
MAFACs,PbSn,BrClI,0.8075,0.1425,0.05,1,0,0.45,0,2.55,1.616
MAFACs,PbSn,BrClI,0.7,0,0.3,1,0,0.768,0,2.232,1.72
MAFACs,PbSn,BrClI,0.6,0.2,0.2,1,0,0.768,0,2.232,1.7
MAFACs,PbSn,BrClI,0,0,1,0.6,0.4,0,0,3,1.38
MAFACs,PbSn,BrClI,0.17,0.83,0,1,0,3,0,0,2.296
MAFACs,PbSn,BrClI,0.6,0.2,0.2,1,0,0.285,0,2.715,1.64
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,0.768,0,2.232,1.71
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,1.5,0,1.5,1.85
MAFACs,PbSn,BrClI,0,1,0,1,0,1.8,0,1.2,1.92
MAFACs,PbSn,BrClI,0,0.98,0.02,1,0,0.06,0,2.94,1.6
MAFACs,PbSn,BrClI,0.33,0.67,0,1,0,2.001,0,0.999,1.974
MAFACs,PbSn,BrClI,0,1,0,1,0,0.3,0,2.7,1.65
MAFACs,PbSn,BrClI,0,1,0,1,0,1.77,0,1.23,1.96
MAFACs,PbSn,BrClI,0.6,0.4,0,0.4,0.6,0,0,3,1.25
MAFACs,PbSn,BrClI,0.78,0.14,0.08,1,0,0.42,0,2.58,1.61
MAFACs,PbSn,BrClI,0.2,0.6,0.2,1,0,0,0,3,1.634
MAFACs,PbSn,BrClI,0.9,0,0.1,1,0,0.099,0,2.901,1.55
MAFACs,PbSn,BrClI,1,0,0,1,0,0.6,0,2.4,1.57
MAFACs,PbSn,BrClI,0.5,0.5,0,0.5,0.5,0,0,3,1.254
MAFACs,PbSn,BrClI,0,1,0,0.4,0.6,0.9,0,2.1,1.25
MAFACs,PbSn,BrClI,0,0.89,0.11,1,0,0,0,3,1.62
MAFACs,PbSn,BrClI,0.3,0.7,0,1,0,2.1,0,0.9,2.03
MAFACs,PbSn,BrClI,0.79,0.16,0.05,0.75,0.25,0.501,0,2.499,1.34
MAFACs,PbSn,BrClI,0.6,0.4,0,1,0,0.768,0,2.232,1.72
MAFACs,PbSn,BrClI,0,0.77,0.23,1,0,0,0,3,1.644
MAFACs,PbSn,BrClI,0,1,0,1,0,0.075,0,2.976,1.6
MAFACs,PbSn,BrClI,0.81,0.14,0.05,1,0,0.45,0,2.55,1.63
MAFACs,PbSn,BrClI,0,1,0,1,0,0.069,0,2.931,1.61
MAFACs,PbSn,BrClI,0.7,0,0.3,1,0,0.285,0,2.715,1.63
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,0.9,0,2.1,1.72
MAFACs,PbSn,BrClI,0,1,0,0.25,0.75,1.2,0,1.8,1.34
MAFACs,PbSn,BrClI,0.38,0.57,0.05,1,0,0.201,0,2.799,1.57
MAFACs,PbSn,BrClI,0.95,0,0.05,1,0,0.15,0,2.85,1.538
MAFACs,PbSn,BrClI,0.79,0.16,0.05,0.916,0.084,0.519,0,2.481,1.38
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,1.2,0,1.8,1.59
MAFACs,PbSn,BrClI,0,1,0,1,0,0.36,0,2.64,1.62
MAFACs,PbSn,BrClI,0.8,0,0.2,0,1,0,0,3,1.2
MAFACs,PbSn,BrClI,0,0.99,0.01,1,0,0.03,0,2.97,1.6
MAFACs,PbSn,BrClI,0,0.83,0.17,1,0,0,0,3,1.633
MAFACs,PbSn,BrClI,0.83,0,0.17,0.98,0.02,0,0,3,1.51
MAFACs,PbSn,BrClI,0,1,0,1,0,0.99,2.01,0,2.81
MAFACs,PbSn,BrClI,0.9,0.1,0,1,0,0.03,0,2.97,1.581
MAFACs,PbSn,BrClI,0,1,0,1,0,0.6,0,2.4,1.62
MAFACs,PbSn,BrClI,0.87,0,0.13,1,0,0.999,0,2.001,1.72
MAFACs,PbSn,BrClI,0,0.91,0.09,1,0,0,0,3,1.59
MAFACs,PbSn,BrClI,0,1,0,0.5,0.5,0.6,0,2.4,1.35
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,2.001,0,0.999,1.976
MAFACs,PbSn,BrClI,0.84,0.16,0,1,0,0.501,0,2.499,1.65
MAFACs,PbSn,BrClI,0,0,1,0,1,0,3,0,2.8
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,0.42,0,2.58,1.59
MAFACs,PbSn,BrClI,0,1,0,0.25,0.75,0,0,3,1.24
MAFACs,PbSn,BrClI,0,1,0,1,0,1.14,0,1.86,1.777
MAFACs,PbSn,BrClI,0,1,0,1,0,0.249,0,2.751,1.65
MAFACs,PbSn,BrClI,0.4,0.6,0,1,0,0,0,3,1.544
MAFACs,PbSn,BrClI,0,0,1,0,1,2.001,0,0.999,1.64
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0.3,0,2.7,1.59
MAFACs,PbSn,BrClI,0.475,0.5,0.025,0.5,0.5,0,0,3,1.27
MAFACs,PbSn,BrClI,0.83,0.12,0.05,1,0,0.51,0,2.49,1.63
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0.51,0,2.49,1.616
MAFACs,PbSn,BrClI,0.94,0.01,0.05,1,0,0.03,0,2.97,1.55
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.39,0,2.61,1.6
MAFACs,PbSn,BrClI,0.75,0.15,0.1,1,0,0.45,0,2.55,1.63
MAFACs,PbSn,BrClI,0,0,1,1,0,0.309,0,2.691,1.75
MAFACs,PbSn,BrClI,0.71,0.29,0,1,0,0.42,0,2.58,1.62
MAFACs,PbSn,BrClI,0.33,0.67,0,1,0,0,0,3,1.56
MAFACs,PbSn,BrClI,0.976,0.024,0,1,0,0.075,0,2.925,1.54
MAFACs,PbSn,BrClI,0.6,0.4,0,0.4,0.6,0,0,3,1.25
MAFACs,PbSn,BrClI,0.79,0.14,0.07,1,0,0.45,0,2.55,1.55
MAFACs,PbSn,BrClI,0.6,0,0.4,1,0,0.9,0,2.1,1.76
MAFACs,PbSn,BrClI,0,1,0,0.8,0.2,0,0,3,1.5
MAFACs,PbSn,BrClI,0,0.95,0.05,1,0,0,0,3,1.51
MAFACs,PbSn,BrClI,0.747,0.153,0.1,1,0,0.51,0,2.49,1.73
MAFACs,PbSn,BrClI,0,1,0,1,0,0.051,0,2.949,1.58
MAFACs,PbSn,BrClI,0.83,0,0.17,0.99,0.01,0,0,3,1.52
MAFACs,PbSn,BrClI,0.79,0.15,0.06,1,0,0.45,0,2.55,1.64
MAFACs,PbSn,BrClI,0,0,1,1,0,0.09,0,2.91,1.77
MAFACs,PbSn,BrClI,0.71,0.14,0.15,1,0,0.9,0,2.1,1.7
MAFACs,PbSn,BrClI,0,0.6,0.4,1,0,0,0,3,1.62
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,1.5,0,1.5,1.853
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,2.499,0,0.501,2.113
MAFACs,PbSn,BrClI,0.3,0.7,0,1,0,0.15,0,2.85,1.6
MAFACs,PbSn,BrClI,0.81,0.14,0.05,1,0,0.399,0,2.601,1.61
MAFACs,PbSn,BrClI,0,0.66,0.34,1,0,0,0,3,1.652
MAFACs,PbSn,BrClI,0.945,0.025,0.03,1,0,0.075,0,2.925,1.56
MAFACs,PbSn,BrClI,0.9,0,0.1,1,0,0.09,0,2.91,1.54
MAFACs,PbSn,BrClI,0.75,0,0.25,1,0,0,0,3,1.57
MAFACs,PbSn,BrClI,0,1,0,1,0,0.3,0,2.7,1.589
MAFACs,PbSn,BrClI,0.8,0,0.2,0.75,0.25,0,0,3,1.35
MAFACs,PbSn,BrClI,0,1,0,1,0,0.021,0,2.979,1.6
MAFACs,PbSn,BrClI,0.75,0.15,0.1,1,0,0.45,0,2.55,1.63
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0.471,0,2.529,1.59
MAFACs,PbSn,BrClI,1,0,0,1,0,0,0,3,1.48
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,0,0,3,1.24
MAFACs,PbSn,BrClI,0,0,1,1,0,2.7,0,0.3,2.32
MAFACs,PbSn,BrClI,0.58,0.33,0.09,1,0,0.651,0,2.349,1.59
MAFACs,PbSn,BrClI,0,1,0,1,0,0.09,0,2.91,1.6
MAFACs,PbSn,BrClI,0.78,0.15,0.07,1,0,0.45,0,2.55,1.61
MAFACs,PbSn,BrClI,0.8,0.15,0.05,1,0,0.45,0,2.55,1.61
MAFACs,PbSn,BrClI,0.765,0.135,0.1,1,0,0.45,0,2.55,1.611
MAFACs,PbSn,BrClI,0.83,0,0.17,1,0,1.8,0,1.2,1.93
MAFACs,PbSn,BrClI,0,1,0,1,0,1.5,0,1.5,1.872
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.33,0,2.67,1.59
MAFACs,PbSn,BrClI,0.7,0,0.3,1,0,0,0,3,1.512
MAFACs,PbSn,BrClI,0,0,1,0,1,2.01,0.99,0,1.9
MAFACs,PbSn,BrClI,0.7,0,0.3,1,0,3,0,0,2.287
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0,0,3,1.549
MAFACs,PbSn,BrClI,0,1,0,0.875,0.125,0,0,3,1.42
MAFACs,PbSn,BrClI,0.4,0.6,0,1,0,0.024,0,2.976,1.6
MAFACs,PbSn,BrClI,0,0.85,0.15,1,0,0.45,0,2.55,1.717
MAFACs,PbSn,BrClI,0.76,0.14,0.1,1,0,0.51,0,2.49,1.61
MAFACs,PbSn,BrClI,0.79,0.16,0.05,0.5,0.5,0.501,0,2.499,1.31
MAFACs,PbSn,BrClI,0,1,0,1,0,0.12,0,2.88,1.6
MAFACs,PbSn,BrClI,0.17,0.83,0,1,0,2.499,0,0.501,2.153
MAFACs,PbSn,BrClI,0.54,0.36,0.1,1,0,0,0,3,1.51
MAFACs,PbSn,BrClI,0,0,1,1,0,0.45,0,2.55,1.84
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.501,0,2.499,1.606
MAFACs,PbSn,BrClI,0.81,0.14,0.05,1,0,0.45,0,2.55,1.597
MAFACs,PbSn,BrClI,0,0.9,0.1,1,0,0,0,3,1.54
MAFACs,PbSn,BrClI,1,0,0,0.5,0.5,0,0,3,1.17
MAFACs,PbSn,BrClI,0.81,0.09,0.1,1,0,0.099,0,2.901,1.55
MAFACs,PbSn,BrClI,0.83,0.12,0.05,1,0,0.36,0,2.64,1.61
MAFACs,PbSn,BrClI,0,0,1,1,0,0.201,0,2.799,1.82
MAFACs,PbSn,BrClI,0.67,0.33,0,1,0,2.001,0,0.999,1.969
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,2.1,0,0.9,1.8
MAFACs,PbSn,BrClI,0.84,0.16,0,1,0,0.51,0,2.49,1.64
MAFACs,PbSn,BrClI,0,0.85,0.15,1,0,0,0,3,1.59
MAFACs,PbSn,BrClI,0.83,0,0.17,0.95,0.05,0,0,3,1.485
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,0.45,0,2.55,1.535
MAFACs,PbSn,BrClI,0,0,1,1,0,0.999,0,2.001,1.92
MAFACs,PbSn,BrClI,0,1,0,1,0,0.15,0,2.85,1.577
MAFACs,PbSn,BrClI,0.8,0.16,0.04,1,0,0.501,0,2.499,1.61
MAFACs,PbSn,BrClI,0.6,0.4,0,0.4,0.6,0.3,0,2.7,1.354
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,3,0,0,2.03
MAFACs,PbSn,BrClI,0.666,0.0664,0.2668,1,0,0.768,0,2.232,1.71
MAFACs,PbSn,BrClI,0.75,0.25,0,0,1,0,0,3,1.4
MAFACs,PbSn,BrClI,0.84,0.16,0,1,0,0.399,0,2.601,1.53
MAFACs,PbSn,BrClI,0,0,1,1,0,0.21,0,2.79,1.81
MAFACs,PbSn,BrClI,0,0,1,1,0,0.15,0,2.85,1.736
MAFACs,PbSn,BrClI,0.33,0.67,0,1,0,0.501,0,2.499,1.671
MAFACs,PbSn,BrClI,0,1,0,0.4,0.6,1.8,0,1.2,1.29
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,0.3,0,2.7,1.56
MAFACs,PbSn,BrClI,0,1,0,1,0,1.5,0,1.5,1.72
MAFACs,PbSn,BrClI,0,1,0,1,0,0.321,0,2.679,1.64
MAFACs,PbSn,BrClI,0,1,0,1,0,0.75,0,2.25,1.694
MAFACs,PbSn,BrClI,0.17,0.83,0,1,0,1.5,0,1.5,1.858
MAFACs,PbSn,BrClI,0,1,0,0.2,0.8,0,0,3,1.204
MAFACs,PbSn,BrClI,0.7,0.3,0,1,0,0,0,3,1.582
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0.45,0,2.55,1.625
MAFACs,PbSn,BrClI,0.1,0.9,0,1,0,0.3,0,2.7,1.586
MAFACs,PbSn,BrClI,0.75,0,0.25,1,0,0.6,0,2.4,1.7
MAFACs,PbSn,BrClI,0,1,0,1,0,1.86,1.14,0,2.64
MAFACs,PbSn,BrClI,0.66,0.14,0.2,0.75,0.25,0.501,0,2.499,1.38
MAFACs,PbSn,BrClI,0.125,0.875,0,1,0,0,0,3,1.55
MAFACs,PbSn,BrClI,0.78,0.14,0.08,1,0,0.42,0,2.58,1.61
MAFACs,PbSn,BrClI,0,1,0,1,0,0.099,0,2.901,1.601
MAFACs,PbSn,BrClI,0.67,0.33,0,1,0,0,0,3,1.528
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,2.7,0.3,0,2.27
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,0.9,0,2.1,1.53
MAFACs,PbSn,BrClI,0.6,0,0.4,1,0,1.05,0,1.95,1.8
MAFACs,PbSn,BrClI,0.733,0.133,0.133,1,0,0.285,0,2.715,1.65
MAFACs,PbSn,BrClI,0,1,0,1,0,0.81,0,2.19,1.71
MAFACs,PbSn,BrClI,0.6,0.4,0,0.4,0.6,0.12,0,2.88,1.26
MAFACs,PbSn,BrClI,0.8,0.2,0,1,0,0,0,3,1.412
MAFACs,PbSn,BrClI,0,1,0,0.8,0.2,0.399,0,2.601,1.26
MAFACs,PbSn,BrClI,0.75,0.1,0.15,1,0,0.099,0,2.901,1.57
MAFACs,PbSn,BrClI,0.15,0.85,0,1,0,0,0,3,1.63
MAFACs,PbSn,BrClI,0,1,0,1,0,2.52,0,0.48,2.154
MAFACs,PbSn,BrClI,0.9,0,0.1,1,0,0.768,0,2.232,1.72
MAFACs,PbSn,BrClI,1,0,0,1,0,0.285,0,2.715,1.59
MAFACs,PbSn,BrClI,1,0,0,0.2,0.8,0,0,3,1.29
MAFACs,PbSn,BrClI,0,1,0,1,0,0.39,0,2.61,1.641
MAFACs,PbSn,BrClI,0.875,0,0.125,1,0,0.375,0,2.625,1.581
MAFACs,PbSn,BrClI,0.7,0.25,0.05,1,0,0,0,3,1.51
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0.45,0,2.55,1.58
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,0.285,0,2.715,1.65
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.51,0,2.49,1.6
MAFACs,PbSn,BrClI,0,1,0,0.4,0.6,1.2,0,1.8,1.26
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0.6,0,2.4,1.616
MAFACs,PbSn,BrClI,0.66,0.34,0,1,0,0,0,3,1.533
MAFACs,PbSn,BrClI,0.026,0.974,0,1,0,0,0,3,1.516
MAFACs,PbSn,BrClI,0,0,1,0,1,0,0,3,1.295
MAFACs,PbSn,BrClI,1,0,0,1,0,3,0,0,2.23
MAFACs,PbSn,BrClI,0.1,0.8,0.1,1,0,0,0,3,1.5
MAFACs,PbSn,BrClI,0.125,0.875,0,1,0,0.999,0,2.001,1.71
MAFACs,PbSn,BrClI,0.17,0.83,0,1,0,2.001,0,0.999,1.989
MAFACs,PbSn,BrClI,0.77,0.2,0.03,1,0,0.459,0,2.541,1.5
MAFACs,PbSn,BrClI,0,1,0,1,0,1.2,0,1.8,1.781
MAFACs,PbSn,BrClI,0.32,0.48,0.2,1,0,0.201,0,2.799,1.607
MAFACs,PbSn,BrClI,0.79,0.16,0.05,0.832,0.168,0.519,0,2.481,1.38
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0,0,3,1.57
MAFACs,PbSn,BrClI,0,0,1,0,1,0.999,0,2.001,1.37
MAFACs,PbSn,BrClI,0.8668,0.0664,0.0664,1,0,0.285,0,2.715,1.63
MAFACs,PbSn,BrClI,0.8,0,0.2,0.3,0.7,0,0,3,1.35
MAFACs,PbSn,BrClI,0.83,0,0.17,1,0,0.171,0,2.829,1.6
MAFACs,PbSn,BrClI,0,0,1,1,0,1.5,0,1.5,1.9
MAFACs,PbSn,BrClI,1,0,0,1,0,2.67,0.33,0,2.3
MAFACs,PbSn,BrClI,0.75,0.2,0.05,1,0,0,0,3,1.52
MAFACs,PbSn,BrClI,0.83,0,0.17,1,0,1.2,0,1.8,1.75
MAFACs,PbSn,BrClI,0.83,0,0.17,1,0,1.2,0,1.8,1.74
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.459,0,2.541,1.57
MAFACs,PbSn,BrClI,0,1,0,1,0,0.9,0,2.1,1.72
MAFACs,PbSn,BrClI,0.7,0,0.3,1,0,0.15,0,2.85,1.62
MAFACs,PbSn,BrClI,0,0,1,0,1,0.501,0,2.499,1.375
MAFACs,PbSn,BrClI,0.7,0.25,0.05,1,0,0,0,3,1.51
MAFACs,PbSn,BrClI,0.44,0.56,0,1,0,0.33,0,2.67,1.62
MAFACs,PbSn,BrClI,0.33,0.66,0,0.66,0.33,0,0,3,1.3
MAFACs,PbSn,BrClI,0.5,0.45,0.05,0.5,0.5,0,0,3,1.22
MAFACs,PbSn,BrClI,0.67,0.33,0,1,0,2.499,0,0.501,2.115
MAFACs,PbSn,BrClI,1,0,0,1,0,2.499,0,0.501,2.105
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,0.15,0,2.85,1.587
MAFACs,PbSn,BrClI,0.75,0.08,0.17,1,0,0.39,0,2.61,1.61
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,0,0,3,1.541
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0.45,0,2.55,1.614
MAFACs,PbSn,BrClI,0,0,1,1,0,3,0,0,2.3
MAFACs,PbSn,BrClI,0.9,0.1,0,1,0,0.768,0,2.232,1.7
MAFACs,PbSn,BrClI,0,1,0,1,0,0.6,2.4,0,2.83
MAFACs,PbSn,BrClI,0.79,0.16,0.05,0.58,0.42,0.519,0,2.481,1.38
MAFACs,PbSn,BrClI,0.74,0.16,0.1,1,0,0.51,0,2.49,1.61
MAFACs,PbSn,BrClI,0.3,0.7,0,1,0,0.3,0,2.7,1.603
MAFACs,PbSn,BrClI,1,0,0,0.5,0.5,0,0,3,1.22
MAFACs,PbSn,BrClI,0,1,0,1,0,1.26,0,1.74,1.79
MAFACs,PbSn,BrClI,0.8,0.04,0.16,1,0,1.5,0,1.5,1.82
MAFACs,PbSn,BrClI,0.17,0.83,0,1,0,0,0,3,1.588
MAFACs,PbSn,BrClI,0.5,0.38,0.12,1,0,0.96,0,2.04,1.72
MAFACs,PbSn,BrClI,0,1,0,1,0,0.33,0,2.67,1.627
MAFACs,PbSn,BrClI,0,0.7,0.3,0.5,0.5,0,0,3,1.28
MAFACs,PbSn,BrClI,0,0.8,0.2,0.5,0.5,0,0,3,1.3
MAFACs,PbSn,BrClI,0.8,0.15,0.05,1,0,0.45,0,2.55,1.59
MAFACs,PbSn,BrClI,0,0.95,0.05,1,0,0,0,3,1.61
MAFACs,PbSn,BrClI,1,0,0,1,0,0.768,0,2.232,1.7
MAFACs,PbSn,BrClI,0.6,0.4,0,0.4,0.6,0.18,0,2.82,1.272
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,2.4,0,0.6,1.9
MAFACs,PbSn,BrClI,1,0,0,1,0,0,0,3,1.48
MAFACs,PbSn,BrClI,0.9,0,0.1,1,0,0,0,3,1.512
MAFACs,PbSn,BrClI,0.5,0.5,0,1,0,2.499,0,0.501,2.141
MAFACs,PbSn,BrClI,0,0.8,0.2,1,0,0,0,3,1.57
MAFACs,PbSn,BrClI,0,1,0,0.85,0.15,0,0,3,1.51
MAFACs,PbSn,BrClI,0.75,0.15,0.1,0,1,0.501,0,2.499,1.44
MAFACs,PbSn,BrClI,0.38,0.6,0.02,1,0,0.024,0,2.976,1.6
MAFACs,PbSn,BrClI,1,0,0,0.125,0.875,0,0,3,1.25
MAFACs,PbSn,BrClI,0,1,0,1,0,0.3,0,2.7,1.58
MAFACs,PbSn,BrClI,0.3,0.7,0,1,0,0,0,3,1.583
MAFACs,PbSn,BrClI,0.8,0.04,0.16,1,0,1.71,0,1.29,1.89
MAFACs,PbSn,BrClI,0.81,0.16,0.03,1,0,0.501,0,2.499,1.63
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,0.9,0,2.1,1.75
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0.39,0,2.61,1.59
MAFACs,PbSn,BrClI,1,0,0,0.625,0.375,0,0,3,1.24
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,1.5,0,1.5,1.82
MAFACs,PbSn,BrClI,0,1,0,1,0,0.3,0,2.7,1.562
MAFACs,PbSn,BrClI,0,1,0,0,1,0,0,3,1.31
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0,0,3,1.535
MAFACs,PbSn,BrClI,0,0.85,0.15,1,0,1.2,0,1.8,1.82
MAFACs,PbSn,BrClI,0,0.9,0.1,0.25,0.75,0,0,3,1.27
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.489,0,2.511,1.615
MAFACs,PbSn,BrClI,0.9,0,0.1,1,0,3,0,0,2.277
MAFACs,PbSn,BrClI,0.7885,0.1615,0.05,1,0,0.3,0,2.7,1.565
MAFACs,PbSn,BrClI,0.83,0.07,0.1,1,0,0.51,0,2.49,1.63
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.471,0,2.529,1.61
MAFACs,PbSn,BrClI,0.93,0,0.07,1,0,0,0,3,1.537
MAFACs,PbSn,BrClI,0,1,0,1,0,0.45,0,2.55,1.6
MAFACs,PbSn,BrClI,0.75,0,0.25,1,0,0.6,0,2.4,1.694
MAFACs,PbSn,BrClI,1,0,0,0.9,0.1,0,0,3,1.43
MAFACs,PbSn,BrClI,0,1,0,1,0,0.399,0,2.601,1.677
MAFACs,PbSn,BrClI,0.9,0.1,0,1,0,0.099,0,2.901,1.562
MAFACs,PbSn,BrClI,0,1,0,0.3,0.7,0,0,3,1.17
MAFACs,PbSn,BrClI,1,0,0,1,0,0,3,0,3
MAFACs,PbSn,BrClI,0,1,0,1,0,0,3,0,3.16
MAFACs,PbSn,BrClI,0.83,0,0.17,0.7,0.3,0,0,3,1.318
MAFACs,PbSn,BrClI,0.83,0.05,0.12,1,0,1.2,0,1.8,1.74
MAFACs,PbSn,BrClI,0.9,0.1,0,1,0,0,0,3,1.532
MAFACs,PbSn,BrClI,0,0,1,1,0,2.1,0.9,0,2.45
MAFACs,PbSn,BrClI,0.7,0.3,0,0.7,0.3,0,0,3,1.26
MAFACs,PbSn,BrClI,0.6,0,0.4,1,0,0.768,0,2.232,1.65
MAFACs,PbSn,BrClI,0,1,0,1,0,0.081,0,2.919,1.61
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,3,0,0,2.278
MAFACs,PbSn,BrClI,0.83,0,0.17,0.5,0.5,0,0,3,1.26
MAFACs,PbSn,BrClI,0,1,0,0,1,1.8,0.201,0.999,1.87
MAFACs,PbSn,BrClI,0,1,0,0.4,0.6,0,0,3,1.27
MAFACs,PbSn,BrClI,0.75,0.15,0.1,1,0,0.999,0,2.001,1.73
MAFACs,PbSn,BrClI,0,0.9,0.1,1,0,0,0,3,1.606
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0.45,0,2.55,1.6
MAFACs,PbSn,BrClI,0.8,0.16,0.04,1,0,0.501,0,2.499,1.633
MAFACs,PbSn,BrClI,0,1,0,1,0,1.8,1.2,0,2.69
MAFACs,PbSn,BrClI,0.8,0.16,0.04,1,0,0.489,0,2.511,1.617
MAFACs,PbSn,BrClI,0.7,0,0.3,1,0,0,0,3,1.58
MAFACs,PbSn,BrClI,0.9,0,0.1,1,0,0.6,0,2.4,1.61
MAFACs,PbSn,BrClI,0,1,0,1,0,2.85,0,0.15,2.23
MAFACs,PbSn,BrClI,0.65,0.35,0,1,0,0,0,3,1.52
MAFACs,PbSn,BrClI,0,1,0,1,0,0.18,0,2.82,1.604
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0.501,0,2.499,1.625
MAFACs,PbSn,BrClI,0,1,0,0.75,0.25,2.7,0,0.3,1.99
MAFACs,PbSn,BrClI,0.79,0.16,0.05,1,0,0.3,0,2.7,1.57
MAFACs,PbSn,BrClI,1,0,0,0,1,0.24,0,2.76,1.47
MAFACs,PbSn,BrClI,0.75,0.15,0.1,1,0,0.51,0,2.49,1.63
MAFACs,PbSn,BrClI,0,1,0,1,0,2.13,0,0.87,2.033
MAFACs,PbSn,BrClI,0,1,0,0,1,1.5,0,1.5,1.62
MAFACs,PbSn,BrClI,0.6,0.3,0.1,1,0,0.768,0,2.232,1.7
MAFACs,PbSn,BrClI,0.85,0,0.15,1,0,2.1,0,0.9,2
MAFACs,PbSn,BrClI,0.925,0,0.075,0,1,0,0,3,1.36
MAFACs,PbSn,BrClI,0.85,0.15,0,1,0,0.45,0,2.55,1.583
MAFACs,PbSn,BrClI,0.17,0.83,0,1,0,0.999,0,2.001,1.764
MAFACs,PbSn,BrClI,0,1,0,1,0,0.501,0,2.499,1.654
